date,service,cost,usage,unit,region,team,project,environment,resource_id
2025-12-30,API Gateway,9.8844,78.92,Requests,eu-west-1,data,analytics,production,res-836936
2025-12-30,API Gateway,2.9117,37.64,Requests,us-west-2,data,ml-pipeline,development,res-952135
2025-12-30,Secrets Manager,2.2076,64.23,Secrets,us-east-1,infra,mobile-api,production,res-411087
2025-12-30,Secrets Manager,2.5654,69.85,Secrets,eu-west-1,frontend,analytics,staging,res-400391
2025-12-30,Secrets Manager,4.4604,71.5,Secrets,eu-west-1,infra,analytics,development,res-767936
2025-12-30,Secrets Manager,6.7648,32.48,Secrets,eu-west-1,data,platform,production,res-652081
2025-12-30,Secrets Manager,7.398,66.69,Secrets,eu-west-1,data,platform,staging,res-497746
2025-12-31,EC2,83.3963,42.66,Hours,eu-west-1,ml,analytics,production,i-619893
2025-12-31,EC2,65.58,77.73,Hours,us-west-2,ml,web-app,development,i-887630
2025-12-31,EC2,57.3033,87.63,Hours,eu-west-1,ml,ml-pipeline,development,i-163676
2025-12-31,EC2,83.6046,82.98,Hours,ap-southeast-1,data,ml-pipeline,production,i-673111
2025-12-31,EC2,58.6239,86.41,Hours,ap-southeast-1,ml,platform,production,i-227267
2025-12-31,Lambda,8.393,78.49,Requests,ap-southeast-1,frontend,mobile-api,staging,func-510004
2025-12-31,Lambda,9.1821,20.72,Requests,us-east-1,backend,platform,development,func-980094
2025-12-31,Lambda,18.4577,88.83,Requests,us-west-2,frontend,analytics,staging,func-906807
2025-12-31,S3,20.7683,55.46,GB-Month,ap-southeast-1,data,platform,staging,res-603368
2025-12-31,S3,18.04,80.63,GB-Month,ap-southeast-1,data,ml-pipeline,development,res-961824
2025-12-31,S3,27.4777,48.23,GB-Month,us-east-1,ml,web-app,production,res-699279
2025-12-31,RDS,71.745,99.67,Hours,ap-southeast-1,data,ml-pipeline,staging,db-564500
2025-12-31,RDS,206.281,78.76,Hours,us-east-1,ml,ml-pipeline,production,db-497476
2025-12-31,RDS,239.7613,62.78,Hours,us-west-2,frontend,analytics,development,db-762403
2025-12-31,DynamoDB,43.4606,65.08,WCU-Hours,ap-southeast-1,ml,mobile-api,development,res-125430
2025-12-31,DynamoDB,13.9079,84.55,WCU-Hours,us-east-1,data,platform,production,res-590813
2025-12-31,DynamoDB,7.8947,4.82,WCU-Hours,ap-southeast-1,frontend,web-app,production,res-872312
2025-12-31,DynamoDB,46.5113,71.64,WCU-Hours,eu-west-1,ml,ml-pipeline,production,res-484330
2025-12-31,DynamoDB,51.6457,49.84,WCU-Hours,us-east-1,backend,ml-pipeline,development,res-417981
2025-12-31,CloudWatch,5.892,14.2,Metrics,ap-southeast-1,data,analytics,staging,res-844933
2025-12-31,CloudWatch,3.123,92.66,Metrics,us-west-2,frontend,ml-pipeline,production,res-810067
2025-12-31,CloudWatch,5.912,20.35,Metrics,eu-west-1,frontend,web-app,production,res-331971
2025-12-31,CloudFront,13.2822,44.85,GB,eu-west-1,ml,platform,production,res-608131
2025-12-31,CloudFront,24.7024,22.17,GB,ap-southeast-1,backend,web-app,development,res-388419
2025-12-31,CloudFront,28.4717,88.47,GB,ap-southeast-1,infra,mobile-api,production,res-701632
2025-12-31,CloudFront,5.2575,44.52,GB,ap-southeast-1,backend,ml-pipeline,development,res-117369
2025-12-31,CloudFront,23.4842,54.37,GB,us-east-1,data,web-app,production,res-737076
2025-12-31,EBS,33.0257,61.21,GB-Month,us-west-2,frontend,analytics,staging,res-454129
2025-12-31,EBS,17.5738,35.97,GB-Month,us-west-2,frontend,platform,production,res-406433
2025-12-31,EBS,37.9524,27.86,GB-Month,us-west-2,frontend,ml-pipeline,development,res-508418
2025-12-31,EBS,12.0184,98.86,GB-Month,ap-southeast-1,ml,web-app,staging,res-392882
2025-12-31,EKS,62.0366,78.27,Hours,eu-west-1,data,ml-pipeline,production,cluster-561057
2025-12-31,EKS,93.7477,99.04,Hours,eu-west-1,infra,ml-pipeline,development,cluster-106970
2025-12-31,EKS,56.2631,52.87,Hours,ap-southeast-1,frontend,mobile-api,production,cluster-748574
2025-12-31,EKS,108.433,64.43,Hours,ap-southeast-1,backend,platform,development,cluster-602066
2025-12-31,EKS,76.3559,58.18,Hours,us-west-2,ml,mobile-api,staging,cluster-823622
2025-12-31,ElastiCache,50.4389,86.67,Hours,ap-southeast-1,backend,analytics,production,cache-302955
2025-12-31,ElastiCache,95.1307,56.96,Hours,us-east-1,ml,mobile-api,development,cache-311609
2025-12-31,ElastiCache,64.5774,18.0,Hours,eu-west-1,ml,platform,staging,cache-811914
2025-12-31,Route53,4.7575,42.27,Queries,us-east-1,ml,ml-pipeline,production,res-691479
2025-12-31,Route53,2.2405,47.46,Queries,eu-west-1,backend,platform,staging,res-102574
2025-12-31,Route53,5.0966,95.28,Queries,us-east-1,ml,platform,staging,res-754558
2025-12-31,Route53,1.8647,99.26,Queries,eu-west-1,frontend,platform,production,res-272824
2025-12-31,Route53,2.4501,3.05,Queries,us-east-1,infra,analytics,staging,res-321160
2025-12-31,SNS,3.9131,22.38,Requests,eu-west-1,infra,platform,development,res-635732
2025-12-31,SNS,0.5848,62.37,Requests,us-west-2,infra,analytics,development,res-782678
2025-12-31,SNS,1.3144,76.96,Requests,ap-southeast-1,frontend,platform,production,res-575907
2025-12-31,SNS,0.508,22.73,Requests,eu-west-1,data,analytics,development,res-965957
2025-12-31,SQS,5.8595,31.0,Requests,us-east-1,ml,platform,development,res-817205
2025-12-31,SQS,1.7132,79.18,Requests,us-west-2,infra,ml-pipeline,staging,res-358125
2025-12-31,SQS,3.1102,47.01,Requests,eu-west-1,ml,ml-pipeline,development,res-935644
2025-12-31,SQS,4.1286,33.0,Requests,us-east-1,frontend,web-app,production,res-723075
2025-12-31,API Gateway,19.6171,16.38,Requests,ap-southeast-1,infra,ml-pipeline,production,res-170549
2025-12-31,API Gateway,6.8473,22.69,Requests,us-west-2,infra,platform,staging,res-967629
2025-12-31,API Gateway,4.717,98.62,Requests,us-west-2,backend,platform,production,res-590038
2025-12-31,API Gateway,16.2473,70.53,Requests,eu-west-1,data,analytics,development,res-861852
2025-12-31,Secrets Manager,5.9035,61.51,Secrets,us-east-1,data,analytics,development,res-117485
2025-12-31,Secrets Manager,5.7001,19.79,Secrets,ap-southeast-1,ml,web-app,staging,res-674485
2025-12-31,Secrets Manager,4.7225,20.49,Secrets,us-west-2,ml,analytics,production,res-633296
2025-12-31,Secrets Manager,3.6309,73.98,Secrets,ap-southeast-1,backend,ml-pipeline,production,res-122310
2025-12-31,Secrets Manager,4.9752,53.39,Secrets,us-west-2,data,platform,staging,res-863165
2026-01-01,EC2,20.3901,95.22,Hours,us-east-1,data,platform,staging,i-670734
2026-01-01,EC2,51.932,65.93,Hours,eu-west-1,ml,mobile-api,staging,i-934799
2026-01-01,EC2,46.1286,76.17,Hours,us-west-2,ml,analytics,staging,i-409161
2026-01-01,EC2,55.6768,83.4,Hours,ap-southeast-1,infra,web-app,development,i-665601
2026-01-01,EC2,98.3288,95.83,Hours,eu-west-1,ml,mobile-api,production,i-740436
2026-01-01,Lambda,4.5948,62.2,Requests,eu-west-1,backend,ml-pipeline,production,func-342063
2026-01-01,Lambda,10.0818,64.29,Requests,ap-southeast-1,ml,analytics,development,func-882246
2026-01-01,Lambda,6.3213,56.19,Requests,us-west-2,infra,mobile-api,development,func-857940
2026-01-01,Lambda,13.3403,9.6,Requests,us-west-2,data,mobile-api,development,func-607689
2026-01-01,Lambda,11.4672,31.13,Requests,us-east-1,ml,mobile-api,production,func-626663
2026-01-01,S3,9.4154,28.5,GB-Month,us-east-1,frontend,ml-pipeline,production,res-883338
2026-01-01,S3,12.123,92.14,GB-Month,ap-southeast-1,data,platform,development,res-295565
2026-01-01,S3,15.3488,48.18,GB-Month,us-west-2,frontend,mobile-api,development,res-589134
2026-01-01,S3,8.2135,42.61,GB-Month,us-east-1,ml,mobile-api,staging,res-814485
2026-01-01,S3,8.7478,16.56,GB-Month,eu-west-1,data,analytics,staging,res-531091
2026-01-01,RDS,77.7446,35.78,Hours,ap-southeast-1,backend,web-app,staging,db-215145
2026-01-01,RDS,117.7031,87.27,Hours,ap-southeast-1,ml,mobile-api,staging,db-542572
2026-01-01,RDS,70.6404,41.04,Hours,us-east-1,ml,web-app,development,db-298147
2026-01-01,DynamoDB,73.4853,56.44,WCU-Hours,us-east-1,ml,analytics,development,res-515845
2026-01-01,DynamoDB,7.9638,55.36,WCU-Hours,us-west-2,backend,web-app,production,res-993758
2026-01-01,DynamoDB,54.9323,30.66,WCU-Hours,eu-west-1,backend,ml-pipeline,staging,res-830293
2026-01-01,DynamoDB,21.7272,73.64,WCU-Hours,ap-southeast-1,data,ml-pipeline,production,res-544579
2026-01-01,CloudWatch,1.5944,97.99,Metrics,us-west-2,infra,analytics,staging,res-661962
2026-01-01,CloudWatch,2.4056,28.78,Metrics,ap-southeast-1,data,ml-pipeline,development,res-938250
2026-01-01,CloudWatch,8.9523,8.57,Metrics,us-west-2,data,platform,development,res-125376
2026-01-01,CloudWatch,5.2292,95.27,Metrics,eu-west-1,ml,mobile-api,development,res-795589
2026-01-01,CloudFront,19.3919,19.04,GB,us-east-1,ml,platform,production,res-396362
2026-01-01,CloudFront,25.9781,9.1,GB,us-east-1,backend,web-app,development,res-551504
2026-01-01,CloudFront,27.5607,13.91,GB,ap-southeast-1,ml,ml-pipeline,development,res-800312
2026-01-01,CloudFront,24.4106,72.84,GB,ap-southeast-1,data,analytics,staging,res-335924
2026-01-01,EBS,46.8125,27.67,GB-Month,us-east-1,ml,web-app,production,res-902152
2026-01-01,EBS,22.1911,47.81,GB-Month,eu-west-1,data,ml-pipeline,development,res-859815
2026-01-01,EBS,7.5801,33.57,GB-Month,us-west-2,ml,web-app,staging,res-102908
2026-01-01,EBS,35.2301,2.86,GB-Month,ap-southeast-1,backend,analytics,staging,res-365675
2026-01-01,EKS,75.7374,56.37,Hours,ap-southeast-1,ml,analytics,production,cluster-875024
2026-01-01,EKS,49.2073,89.52,Hours,ap-southeast-1,data,web-app,development,cluster-835771
2026-01-01,EKS,50.1084,13.8,Hours,eu-west-1,frontend,web-app,staging,cluster-124041
2026-01-01,EKS,97.3791,74.7,Hours,eu-west-1,backend,ml-pipeline,development,cluster-225169
2026-01-01,EKS,100.9516,78.36,Hours,us-west-2,backend,analytics,development,cluster-218872
2026-01-01,ElastiCache,23.7526,2.19,Hours,us-west-2,frontend,ml-pipeline,development,cache-287151
2026-01-01,ElastiCache,37.1673,69.74,Hours,us-west-2,ml,analytics,staging,cache-192856
2026-01-01,ElastiCache,31.2789,99.29,Hours,eu-west-1,ml,web-app,development,cache-747457
2026-01-01,ElastiCache,10.0083,83.61,Hours,eu-west-1,infra,mobile-api,production,cache-773178
2026-01-01,ElastiCache,46.7707,98.47,Hours,eu-west-1,data,mobile-api,staging,cache-899737
2026-01-01,Route53,4.2033,47.85,Queries,us-west-2,frontend,platform,development,res-252741
2026-01-01,Route53,1.4621,58.47,Queries,ap-southeast-1,backend,platform,development,res-377695
2026-01-01,Route53,2.0411,17.73,Queries,us-east-1,infra,platform,production,res-560086
2026-01-01,Route53,2.4087,25.37,Queries,us-east-1,frontend,mobile-api,development,res-855245
2026-01-01,SNS,1.9281,86.56,Requests,ap-southeast-1,backend,analytics,staging,res-618356
2026-01-01,SNS,2.7113,50.93,Requests,ap-southeast-1,backend,platform,staging,res-920142
2026-01-01,SNS,1.6703,3.81,Requests,eu-west-1,ml,web-app,staging,res-819883
2026-01-01,SNS,1.8702,31.78,Requests,ap-southeast-1,infra,analytics,production,res-111436
2026-01-01,SQS,4.7108,21.53,Requests,eu-west-1,ml,analytics,development,res-584199
2026-01-01,SQS,3.5571,53.41,Requests,ap-southeast-1,ml,platform,staging,res-939169
2026-01-01,SQS,5.9924,94.01,Requests,us-east-1,backend,analytics,production,res-331712
2026-01-01,SQS,5.6324,78.61,Requests,eu-west-1,backend,mobile-api,staging,res-940170
2026-01-01,API Gateway,5.9668,12.27,Requests,eu-west-1,frontend,analytics,production,res-383934
2026-01-01,API Gateway,2.5218,91.19,Requests,us-east-1,ml,platform,production,res-524020
2026-01-01,API Gateway,11.2608,81.23,Requests,ap-southeast-1,ml,web-app,staging,res-102909
2026-01-01,API Gateway,2.598,56.41,Requests,us-east-1,ml,web-app,production,res-187965
2026-01-01,API Gateway,13.2711,53.05,Requests,us-west-2,data,platform,production,res-417768
2026-01-01,Secrets Manager,1.6867,65.03,Secrets,eu-west-1,ml,analytics,staging,res-567300
2026-01-01,Secrets Manager,2.9992,18.97,Secrets,us-east-1,infra,platform,staging,res-908099
2026-01-01,Secrets Manager,5.0811,40.26,Secrets,us-east-1,infra,web-app,production,res-211800
2026-01-01,Secrets Manager,4.819,10.86,Secrets,us-east-1,ml,ml-pipeline,staging,res-337238
2026-01-01,Secrets Manager,3.1143,78.99,Secrets,us-west-2,backend,platform,staging,res-319233
2026-01-02,EC2,109.9728,73.92,Hours,us-west-2,ml,platform,staging,i-983856
2026-01-02,EC2,84.7367,78.59,Hours,ap-southeast-1,backend,analytics,staging,i-516230
2026-01-02,EC2,118.3501,28.05,Hours,us-east-1,backend,mobile-api,production,i-387581
2026-01-02,EC2,68.6487,23.97,Hours,us-east-1,backend,ml-pipeline,production,i-126791
2026-01-02,Lambda,23.4476,49.4,Requests,ap-southeast-1,frontend,ml-pipeline,production,func-736908
2026-01-02,Lambda,15.0039,59.1,Requests,us-west-2,infra,web-app,development,func-973409
2026-01-02,Lambda,6.1889,1.03,Requests,ap-southeast-1,backend,platform,production,func-532634
2026-01-02,Lambda,9.5881,67.99,Requests,us-west-2,frontend,platform,development,func-741349
2026-01-02,S3,21.0636,72.97,GB-Month,us-west-2,infra,web-app,production,res-447644
2026-01-02,S3,14.3822,15.38,GB-Month,us-west-2,ml,platform,development,res-810241
2026-01-02,S3,48.8678,63.79,GB-Month,us-east-1,data,analytics,development,res-593853
2026-01-02,S3,31.0009,70.94,GB-Month,ap-southeast-1,infra,platform,staging,res-293729
2026-01-02,RDS,70.6976,27.48,Hours,us-west-2,frontend,analytics,development,db-891472
2026-01-02,RDS,197.8488,61.98,Hours,eu-west-1,frontend,ml-pipeline,staging,db-797318
2026-01-02,RDS,145.6495,96.78,Hours,us-west-2,backend,analytics,staging,db-123764
2026-01-02,RDS,84.7195,23.46,Hours,us-east-1,infra,mobile-api,staging,db-867136
2026-01-02,DynamoDB,69.6014,9.18,WCU-Hours,us-west-2,data,mobile-api,staging,res-310056
2026-01-02,DynamoDB,98.6002,52.64,WCU-Hours,us-west-2,frontend,web-app,production,res-531820
2026-01-02,DynamoDB,22.8305,18.35,WCU-Hours,eu-west-1,frontend,mobile-api,staging,res-366880
2026-01-02,CloudWatch,7.2631,89.48,Metrics,eu-west-1,frontend,platform,development,res-240915
2026-01-02,CloudWatch,9.3985,29.44,Metrics,us-east-1,ml,ml-pipeline,production,res-903625
2026-01-02,CloudWatch,9.0789,48.72,Metrics,ap-southeast-1,data,ml-pipeline,development,res-992502
2026-01-02,CloudWatch,2.8568,95.58,Metrics,us-east-1,backend,mobile-api,staging,res-368566
2026-01-02,CloudWatch,9.0472,54.2,Metrics,eu-west-1,ml,web-app,development,res-574574
2026-01-02,CloudFront,8.3667,76.19,GB,eu-west-1,infra,mobile-api,development,res-369128
2026-01-02,CloudFront,17.3586,46.45,GB,eu-west-1,data,web-app,development,res-118346
2026-01-02,CloudFront,10.9533,64.44,GB,ap-southeast-1,ml,mobile-api,development,res-821549
2026-01-02,CloudFront,17.0363,4.15,GB,ap-southeast-1,frontend,ml-pipeline,production,res-122716
2026-01-02,EBS,15.7203,39.05,GB-Month,ap-southeast-1,backend,analytics,development,res-322106
2026-01-02,EBS,20.1633,13.67,GB-Month,ap-southeast-1,infra,analytics,production,res-475070
2026-01-02,EBS,10.7539,93.64,GB-Month,ap-southeast-1,infra,ml-pipeline,production,res-467314
2026-01-02,EBS,31.4412,31.87,GB-Month,us-west-2,data,analytics,staging,res-539552
2026-01-02,EBS,29.1836,91.46,GB-Month,eu-west-1,frontend,mobile-api,production,res-178424
2026-01-02,EKS,118.3413,77.8,Hours,us-east-1,backend,web-app,development,cluster-618362
2026-01-02,EKS,109.0435,41.69,Hours,us-east-1,backend,analytics,production,cluster-567206
2026-01-02,EKS,42.7923,9.58,Hours,us-east-1,infra,ml-pipeline,staging,cluster-875018
2026-01-02,EKS,101.561,83.02,Hours,us-west-2,data,ml-pipeline,production,cluster-235164
2026-01-02,EKS,117.2512,13.37,Hours,us-west-2,ml,analytics,staging,cluster-430678
2026-01-02,ElastiCache,25.8157,77.07,Hours,ap-southeast-1,data,platform,production,cache-203396
2026-01-02,ElastiCache,48.7846,50.85,Hours,eu-west-1,backend,mobile-api,staging,cache-884134
2026-01-02,ElastiCache,51.3821,94.53,Hours,us-east-1,data,analytics,production,cache-685156
2026-01-02,ElastiCache,29.3126,32.47,Hours,eu-west-1,data,analytics,production,cache-311930
2026-01-02,Route53,9.954,93.35,Queries,ap-southeast-1,infra,analytics,development,res-406371
2026-01-02,Route53,6.4349,31.81,Queries,us-west-2,backend,ml-pipeline,production,res-274262
2026-01-02,Route53,3.288,89.32,Queries,ap-southeast-1,frontend,platform,production,res-751993
2026-01-02,SNS,3.8246,96.2,Requests,ap-southeast-1,backend,analytics,production,res-619935
2026-01-02,SNS,1.8078,81.81,Requests,us-east-1,frontend,analytics,staging,res-349087
2026-01-02,SNS,4.5615,65.08,Requests,us-east-1,ml,analytics,production,res-837634
2026-01-02,SNS,4.4605,92.51,Requests,us-west-2,frontend,mobile-api,production,res-921956
2026-01-02,SQS,0.9831,32.29,Requests,ap-southeast-1,infra,platform,production,res-592811
2026-01-02,SQS,3.3019,16.79,Requests,us-east-1,frontend,ml-pipeline,staging,res-795860
2026-01-02,SQS,2.7298,65.09,Requests,ap-southeast-1,frontend,ml-pipeline,development,res-291846
2026-01-02,SQS,3.2107,16.91,Requests,ap-southeast-1,ml,web-app,production,res-936404
2026-01-02,SQS,2.1078,24.3,Requests,us-west-2,backend,mobile-api,staging,res-436420
2026-01-02,API Gateway,25.7024,51.0,Requests,us-east-1,ml,ml-pipeline,production,res-986757
2026-01-02,API Gateway,19.1869,92.8,Requests,us-east-1,frontend,mobile-api,production,res-955934
2026-01-02,API Gateway,6.4443,60.84,Requests,eu-west-1,data,web-app,development,res-875426
2026-01-02,Secrets Manager,4.7267,3.1,Secrets,eu-west-1,infra,analytics,production,res-883123
2026-01-02,Secrets Manager,8.2024,79.69,Secrets,eu-west-1,frontend,analytics,development,res-716615
2026-01-02,Secrets Manager,7.6662,84.3,Secrets,us-west-2,frontend,web-app,development,res-286727
2026-01-03,EC2,54.2415,26.95,Hours,us-east-1,frontend,mobile-api,production,i-177590
2026-01-03,EC2,116.119,80.31,Hours,us-east-1,data,analytics,development,i-278038
2026-01-03,EC2,33.9869,95.75,Hours,us-west-2,infra,analytics,production,i-675333
2026-01-03,EC2,46.1726,4.06,Hours,us-east-1,infra,ml-pipeline,development,i-942804
2026-01-03,Lambda,13.4509,90.86,Requests,us-west-2,ml,analytics,production,func-585404
2026-01-03,Lambda,19.7945,39.56,Requests,ap-southeast-1,backend,web-app,production,func-559188
2026-01-03,Lambda,8.0367,50.87,Requests,ap-southeast-1,backend,analytics,production,func-215351
2026-01-03,Lambda,19.8677,75.95,Requests,eu-west-1,backend,mobile-api,staging,func-772406
2026-01-03,S3,14.8194,92.6,GB-Month,us-east-1,infra,platform,production,res-657599
2026-01-03,S3,52.7666,10.24,GB-Month,us-east-1,ml,mobile-api,staging,res-584978
2026-01-03,S3,60.9011,60.4,GB-Month,eu-west-1,backend,web-app,staging,res-891774
2026-01-03,RDS,25.2585,26.06,Hours,ap-southeast-1,backend,analytics,staging,db-841447
2026-01-03,RDS,73.1181,54.77,Hours,us-west-2,infra,mobile-api,development,db-734780
2026-01-03,RDS,77.73,3.98,Hours,ap-southeast-1,data,mobile-api,staging,db-366478
2026-01-03,RDS,27.7199,3.4,Hours,us-east-1,infra,platform,development,db-862246
2026-01-03,RDS,128.5385,16.55,Hours,us-west-2,frontend,ml-pipeline,production,db-356815
2026-01-03,DynamoDB,37.2846,56.36,WCU-Hours,ap-southeast-1,data,analytics,staging,res-171137
2026-01-03,DynamoDB,62.2327,8.68,WCU-Hours,us-west-2,data,ml-pipeline,development,res-493096
2026-01-03,DynamoDB,73.3642,80.7,WCU-Hours,eu-west-1,frontend,web-app,production,res-165218
2026-01-03,DynamoDB,13.2519,91.44,WCU-Hours,us-east-1,frontend,ml-pipeline,development,res-332158
2026-01-03,CloudWatch,2.9224,14.81,Metrics,us-east-1,infra,analytics,production,res-445147
2026-01-03,CloudWatch,10.2477,32.76,Metrics,us-west-2,backend,ml-pipeline,production,res-626115
2026-01-03,CloudWatch,7.7469,70.61,Metrics,us-west-2,ml,mobile-api,development,res-634514
2026-01-03,CloudWatch,4.2467,78.34,Metrics,eu-west-1,frontend,platform,development,res-141142
2026-01-03,CloudFront,21.7855,69.59,GB,ap-southeast-1,backend,mobile-api,development,res-435223
2026-01-03,CloudFront,7.0461,88.57,GB,eu-west-1,frontend,platform,production,res-317862
2026-01-03,CloudFront,16.5136,16.29,GB,us-east-1,ml,mobile-api,production,res-902187
2026-01-03,CloudFront,6.9559,22.92,GB,us-east-1,infra,platform,development,res-479518
2026-01-03,CloudFront,20.4422,75.01,GB,eu-west-1,ml,web-app,production,res-911944
2026-01-03,EBS,49.3306,21.27,GB-Month,eu-west-1,frontend,ml-pipeline,staging,res-973853
2026-01-03,EBS,44.8462,56.53,GB-Month,us-east-1,infra,ml-pipeline,staging,res-442577
2026-01-03,EBS,29.8401,97.1,GB-Month,us-east-1,ml,mobile-api,staging,res-567235
2026-01-03,EKS,61.9093,35.58,Hours,us-east-1,ml,analytics,production,cluster-420920
2026-01-03,EKS,52.1904,42.65,Hours,ap-southeast-1,ml,ml-pipeline,production,cluster-774680
2026-01-03,EKS,42.8814,62.23,Hours,us-east-1,infra,analytics,staging,cluster-478249
2026-01-03,EKS,94.7872,98.65,Hours,us-east-1,backend,platform,development,cluster-248505
2026-01-03,EKS,111.9072,13.07,Hours,eu-west-1,backend,platform,development,cluster-526337
2026-01-03,ElastiCache,55.0591,69.6,Hours,us-east-1,infra,analytics,development,cache-289391
2026-01-03,ElastiCache,71.4752,29.19,Hours,us-east-1,backend,mobile-api,development,cache-267823
2026-01-03,ElastiCache,47.2385,9.82,Hours,eu-west-1,frontend,mobile-api,staging,cache-546014
2026-01-03,ElastiCache,70.7034,93.3,Hours,us-east-1,frontend,analytics,staging,cache-886640
2026-01-03,Route53,5.2077,21.27,Queries,eu-west-1,ml,ml-pipeline,production,res-662976
2026-01-03,Route53,4.5478,84.14,Queries,us-east-1,data,mobile-api,development,res-545652
2026-01-03,Route53,4.4352,22.91,Queries,ap-southeast-1,frontend,analytics,staging,res-345289
2026-01-03,Route53,1.5967,62.57,Queries,us-west-2,frontend,analytics,production,res-703166
2026-01-03,Route53,3.3809,40.77,Queries,us-west-2,infra,analytics,staging,res-970715
2026-01-03,SNS,2.1709,21.76,Requests,us-east-1,ml,platform,development,res-979483
2026-01-03,SNS,1.7839,91.59,Requests,us-east-1,backend,analytics,production,res-723911
2026-01-03,SNS,3.8959,40.77,Requests,eu-west-1,backend,ml-pipeline,development,res-594085
2026-01-03,SQS,2.4481,12.28,Requests,ap-southeast-1,data,platform,staging,res-172288
2026-01-03,SQS,3.3822,92.61,Requests,eu-west-1,frontend,mobile-api,production,res-164691
2026-01-03,SQS,3.1543,76.36,Requests,us-east-1,backend,mobile-api,staging,res-757049
2026-01-03,API Gateway,14.9657,67.85,Requests,ap-southeast-1,frontend,analytics,staging,res-826050
2026-01-03,API Gateway,5.8073,52.21,Requests,eu-west-1,ml,web-app,staging,res-219972
2026-01-03,API Gateway,2.5906,47.43,Requests,ap-southeast-1,frontend,analytics,staging,res-880244
2026-01-03,API Gateway,12.7621,46.15,Requests,us-west-2,frontend,web-app,production,res-680404
2026-01-03,API Gateway,3.5755,66.62,Requests,ap-southeast-1,infra,mobile-api,development,res-117641
2026-01-03,Secrets Manager,5.3997,64.23,Secrets,ap-southeast-1,ml,ml-pipeline,development,res-892362
2026-01-03,Secrets Manager,1.9121,76.49,Secrets,eu-west-1,frontend,web-app,staging,res-112343
2026-01-03,Secrets Manager,3.4229,12.36,Secrets,us-east-1,data,ml-pipeline,production,res-961383
2026-01-03,Secrets Manager,2.9728,22.83,Secrets,eu-west-1,frontend,platform,development,res-983259
2026-01-03,Secrets Manager,5.6358,55.55,Secrets,eu-west-1,infra,analytics,staging,res-492055
2026-01-04,EC2,16.8502,44.5,Hours,us-east-1,frontend,analytics,production,i-675782
2026-01-04,EC2,69.8345,75.71,Hours,eu-west-1,backend,platform,development,i-870145
2026-01-04,EC2,39.6891,88.58,Hours,eu-west-1,data,mobile-api,staging,i-655746
2026-01-04,Lambda,14.5722,33.53,Requests,us-west-2,backend,mobile-api,development,func-493602
2026-01-04,Lambda,18.6838,23.37,Requests,us-west-2,data,mobile-api,production,func-498552
2026-01-04,Lambda,7.3177,45.29,Requests,us-west-2,frontend,mobile-api,staging,func-117161
2026-01-04,Lambda,10.6501,15.5,Requests,us-east-1,data,mobile-api,staging,func-836291
2026-01-04,Lambda,15.2201,88.2,Requests,us-east-1,backend,analytics,production,func-611888
2026-01-04,S3,12.1543,8.85,GB-Month,eu-west-1,backend,mobile-api,staging,res-687233
2026-01-04,S3,10.0195,87.1,GB-Month,eu-west-1,data,mobile-api,development,res-820722
2026-01-04,S3,10.6691,53.22,GB-Month,us-east-1,frontend,platform,production,res-891876
2026-01-04,S3,34.9617,27.69,GB-Month,us-east-1,infra,mobile-api,staging,res-938973
2026-01-04,S3,16.9172,51.45,GB-Month,ap-southeast-1,frontend,platform,staging,res-758766
2026-01-04,RDS,178.105,74.42,Hours,eu-west-1,ml,mobile-api,development,db-311997
2026-01-04,RDS,126.305,37.11,Hours,eu-west-1,data,web-app,staging,db-580651
2026-01-04,RDS,42.7441,95.13,Hours,eu-west-1,frontend,analytics,staging,db-547575
2026-01-04,RDS,177.8478,12.97,Hours,us-west-2,frontend,ml-pipeline,development,db-432497
2026-01-04,DynamoDB,18.4252,98.29,WCU-Hours,us-east-1,infra,platform,development,res-347799
2026-01-04,DynamoDB,22.3617,4.71,WCU-Hours,us-east-1,data,platform,development,res-936017
2026-01-04,DynamoDB,16.0116,6.02,WCU-Hours,eu-west-1,backend,web-app,staging,res-157158
2026-01-04,DynamoDB,37.8572,17.12,WCU-Hours,ap-southeast-1,infra,ml-pipeline,staging,res-616466
2026-01-04,DynamoDB,23.0471,51.07,WCU-Hours,us-east-1,data,mobile-api,staging,res-580510
2026-01-04,CloudWatch,7.5172,48.36,Metrics,us-east-1,ml,mobile-api,development,res-367931
2026-01-04,CloudWatch,4.3114,24.18,Metrics,ap-southeast-1,frontend,ml-pipeline,production,res-869335
2026-01-04,CloudWatch,1.5001,4.71,Metrics,us-east-1,backend,analytics,staging,res-577738
2026-01-04,CloudWatch,7.3455,55.8,Metrics,eu-west-1,frontend,mobile-api,production,res-588233
2026-01-04,CloudWatch,8.3278,12.05,Metrics,ap-southeast-1,backend,web-app,production,res-561163
2026-01-04,CloudFront,23.8733,4.78,GB,us-west-2,infra,platform,staging,res-914723
2026-01-04,CloudFront,24.4026,64.54,GB,eu-west-1,backend,ml-pipeline,development,res-305541
2026-01-04,CloudFront,8.7965,66.61,GB,us-east-1,frontend,analytics,development,res-610066
2026-01-04,EBS,10.4422,32.88,GB-Month,eu-west-1,ml,ml-pipeline,production,res-835389
2026-01-04,EBS,30.6106,71.22,GB-Month,eu-west-1,backend,web-app,production,res-939465
2026-01-04,EBS,11.2155,24.72,GB-Month,eu-west-1,infra,analytics,development,res-443050
